temperature,air_pressure,same_day_rain,next_day_rain,relative_humidity,wind_direction,wind_speed,cloud_height,cloud_density,month,day,daylight,lightning,air_quality
high,decreasing,drizzle,drizzle,low,west,no_wind,low,high,june,monday,cloudy,no_lightning,medium
medium,increasing,deluge,drizzle,low,east,low,high,low,march,tuesday,cloudy,no_lightning,good
cold,increasing,dry,dry,low,south,low,high,high,september,saturday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,west,no_wind,high,high,november,tuesday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,low,no_cloud,no_cloud,february,sunday,sunny,no_lightning,bad
medium,increasing,dry,drizzle,low,north,low,low,high,october,thursday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,north,low,high,high,september,thursday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,low,low,september,monday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,no_wind,low,high,may,tuesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,july,saturday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,high,low,low,november,thursday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,low,high,high,may,tuesday,cloudy,no_lightning,bad
medium,increasing,drizzle,dry,high,north,no_wind,low,low,december,sunday,sunny,no_lightning,bad
medium,increasing,dry,drizzle,low,west,low,no_cloud,no_cloud,december,wednesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,high,no_cloud,no_cloud,february,tuesday,sunny,low,bad
medium,increasing,dry,dry,low,south,no_wind,low,high,march,tuesday,cloudy,low,bad
medium,increasing,drizzle,dry,high,south,high,low,high,july,saturday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,low,high,high,june,friday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,south,low,no_cloud,no_cloud,december,tuesday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,east,no_wind,no_cloud,no_cloud,february,thursday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,no_wind,high,high,january,monday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,high,west,low,high,low,march,thursday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,low,north,high,no_cloud,no_cloud,october,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,high,no_cloud,no_cloud,february,thursday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,north,high,high,high,july,sunday,cloudy,no_lightning,medium
medium,increasing,dry,dry,low,east,low,high,low,september,saturday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,no_wind,no_cloud,no_cloud,october,saturday,sunny,no_lightning,bad
high,increasing,dry,dry,low,north,high,no_cloud,no_cloud,july,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,no_wind,high,low,december,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,drizzle,high,north,high,low,high,january,tuesday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,low,high,december,monday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,no_wind,low,high,november,friday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,south,high,no_cloud,no_cloud,may,monday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,december,thursday,sunny,no_lightning,bad
cold,increasing,drizzle,deluge,high,north,no_wind,high,high,september,saturday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,low,south,no_wind,low,high,may,sunday,cloudy,no_lightning,good
cold,decreasing,dry,deluge,high,west,high,low,high,january,thursday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,high,low,low,october,monday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,high,low,high,september,saturday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,low,low,high,december,wednesday,cloudy,no_lightning,bad
medium,increasing,drizzle,deluge,high,south,high,high,low,april,sunday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,low,east,no_wind,no_cloud,no_cloud,july,tuesday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,low,low,low,march,saturday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,south,no_wind,low,high,december,wednesday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,march,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,low,low,october,saturday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,march,saturday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,north,low,high,low,january,tuesday,sunny,no_lightning,medium
cold,decreasing,drizzle,drizzle,low,west,low,low,low,january,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,no_wind,high,high,december,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,low,low,high,february,saturday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,west,high,high,high,august,saturday,cloudy,high,medium
cold,decreasing,drizzle,drizzle,low,north,no_wind,high,high,march,wednesday,cloudy,no_lightning,bad
cold,increasing,dry,drizzle,low,east,low,high,high,february,saturday,cloudy,no_lightning,bad
medium,increasing,drizzle,drizzle,low,south,no_wind,low,high,november,sunday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,west,high,no_cloud,no_cloud,june,sunday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,north,no_wind,no_cloud,no_cloud,march,monday,sunny,low,bad
cold,increasing,dry,dry,high,east,no_wind,no_cloud,no_cloud,october,sunday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,high,low,low,december,tuesday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,south,low,low,low,june,thursday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,low,west,no_wind,low,high,september,saturday,cloudy,no_lightning,bad
medium,increasing,dry,drizzle,high,west,high,low,low,october,friday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,south,low,high,high,june,monday,cloudy,no_lightning,medium
medium,increasing,dry,dry,low,south,high,no_cloud,no_cloud,april,sunday,sunny,no_lightning,bad
high,increasing,dry,dry,low,west,no_wind,low,low,august,saturday,sunny,no_lightning,bad
high,increasing,dry,dry,high,north,no_wind,no_cloud,no_cloud,june,saturday,sunny,low,bad
high,increasing,drizzle,dry,high,east,high,high,low,july,monday,sunny,no_lightning,good
high,increasing,dry,dry,low,north,low,high,low,july,tuesday,sunny,no_lightning,bad
high,increasing,dry,dry,high,north,high,low,low,july,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,low,high,low,april,sunday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,low,east,low,high,low,july,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,drizzle,low,west,no_wind,high,low,september,tuesday,cloudy,no_lightning,bad
high,decreasing,dry,drizzle,low,west,no_wind,no_cloud,no_cloud,june,monday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,east,low,no_cloud,no_cloud,april,wednesday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,east,no_wind,low,high,august,thursday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,east,low,low,high,august,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,no_wind,low,low,december,wednesday,sunny,no_lightning,bad
high,increasing,dry,dry,low,north,high,no_cloud,no_cloud,august,saturday,sunny,high,bad
cold,decreasing,drizzle,drizzle,low,north,no_wind,high,low,october,wednesday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,west,no_wind,no_cloud,no_cloud,october,friday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,low,low,low,february,thursday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,north,low,high,low,august,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,high,low,low,december,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,high,low,low,january,thursday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,west,high,low,low,june,thursday,sunny,no_lightning,good
medium,increasing,dry,dry,low,east,high,high,high,july,sunday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,south,high,high,high,july,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,low,high,low,march,thursday,cloudy,no_lightning,bad
high,increasing,dry,deluge,high,east,low,no_cloud,no_cloud,july,thursday,sunny,no_lightning,medium
medium,decreasing,deluge,deluge,high,north,no_wind,low,low,april,friday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,low,high,low,june,monday,sunny,no_lightning,bad
high,decreasing,dry,deluge,low,south,high,no_cloud,no_cloud,june,wednesday,sunny,no_lightning,bad
high,increasing,dry,dry,low,south,high,no_cloud,no_cloud,august,monday,sunny,no_lightning,bad
high,increasing,dry,drizzle,high,north,low,no_cloud,no_cloud,june,thursday,sunny,no_lightning,bad
cold,decreasing,dry,deluge,high,west,no_wind,no_cloud,no_cloud,december,sunday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,east,high,low,low,april,saturday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,may,sunday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,no_wind,high,low,january,monday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,high,high,high,december,wednesday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,no_wind,high,low,august,tuesday,cloudy,no_lightning,good
medium,decreasing,deluge,drizzle,high,east,low,high,high,march,tuesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,february,wednesday,sunny,no_lightning,bad
cold,increasing,dry,deluge,high,east,low,no_cloud,no_cloud,september,tuesday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,north,low,no_cloud,no_cloud,march,saturday,sunny,no_lightning,medium
high,increasing,dry,dry,low,south,low,high,high,june,tuesday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,high,low,low,december,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,no_cloud,no_cloud,september,wednesday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,no_wind,high,high,february,tuesday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,july,saturday,sunny,no_lightning,bad
medium,increasing,dry,deluge,high,north,low,no_cloud,no_cloud,july,monday,sunny,no_lightning,good
high,decreasing,deluge,deluge,high,east,low,high,low,june,friday,cloudy,no_lightning,bad
medium,increasing,deluge,dry,low,south,high,high,low,may,saturday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,south,high,no_cloud,no_cloud,july,thursday,sunny,no_lightning,medium
medium,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,april,friday,sunny,no_lightning,bad
high,increasing,dry,dry,low,south,high,low,low,august,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,high,no_cloud,no_cloud,april,friday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,north,high,low,low,october,friday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,west,low,low,low,july,sunday,cloudy,high,bad
high,decreasing,drizzle,drizzle,low,east,high,high,high,july,friday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,low,low,high,march,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,west,high,high,low,may,saturday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,high,low,low,june,wednesday,cloudy,low,bad
high,increasing,dry,deluge,high,north,high,no_cloud,no_cloud,august,wednesday,sunny,no_lightning,bad
high,increasing,dry,dry,low,north,high,high,low,august,tuesday,sunny,no_lightning,medium
medium,increasing,dry,dry,high,north,high,high,high,august,saturday,cloudy,no_lightning,bad
medium,increasing,drizzle,drizzle,high,north,high,low,low,december,saturday,sunny,no_lightning,medium
medium,increasing,dry,dry,low,east,low,no_cloud,no_cloud,october,thursday,sunny,no_lightning,bad
medium,decreasing,dry,deluge,high,east,high,high,low,october,monday,sunny,no_lightning,bad
high,increasing,dry,dry,low,south,high,no_cloud,no_cloud,august,monday,sunny,no_lightning,bad
high,increasing,dry,drizzle,low,west,low,high,high,august,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,west,low,no_cloud,no_cloud,january,tuesday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,low,high,low,february,monday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,no_wind,no_cloud,no_cloud,august,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,north,low,no_cloud,no_cloud,may,tuesday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,low,south,low,high,high,march,friday,cloudy,no_lightning,bad
medium,increasing,dry,deluge,high,north,high,no_cloud,no_cloud,november,thursday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,low,high,low,december,thursday,sunny,no_lightning,bad
cold,increasing,deluge,deluge,high,south,low,low,low,october,thursday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,no_wind,no_cloud,no_cloud,december,sunday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,north,low,low,high,december,saturday,cloudy,no_lightning,bad
cold,increasing,drizzle,deluge,high,north,high,low,low,march,friday,sunny,no_lightning,bad
high,decreasing,deluge,deluge,high,east,high,high,low,june,thursday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,no_wind,high,high,january,sunday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,high,low,high,february,sunday,cloudy,no_lightning,bad
high,increasing,dry,dry,high,west,no_wind,high,high,august,monday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,west,no_wind,no_cloud,no_cloud,september,sunday,sunny,no_lightning,bad
medium,increasing,deluge,dry,low,west,high,high,low,december,sunday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,south,no_wind,high,low,february,sunday,sunny,no_lightning,bad
cold,increasing,dry,drizzle,low,south,no_wind,no_cloud,no_cloud,december,sunday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,high,low,high,february,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,north,low,no_cloud,no_cloud,october,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,south,no_wind,low,high,september,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,west,no_wind,no_cloud,no_cloud,november,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,east,no_wind,high,low,february,tuesday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,south,low,low,high,august,wednesday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,west,low,low,low,december,monday,cloudy,no_lightning,good
medium,decreasing,deluge,deluge,high,east,no_wind,low,high,may,wednesday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,north,low,low,low,june,thursday,sunny,high,good
medium,increasing,dry,dry,low,west,high,no_cloud,no_cloud,march,friday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,low,east,low,high,high,december,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,low,high,low,february,wednesday,sunny,no_lightning,bad
high,decreasing,drizzle,drizzle,low,south,low,low,low,june,tuesday,cloudy,high,bad
high,decreasing,drizzle,deluge,high,south,high,low,low,july,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,east,no_wind,low,low,june,sunday,cloudy,no_lightning,bad
cold,increasing,drizzle,drizzle,high,west,no_wind,high,high,november,saturday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,north,low,high,low,july,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,east,low,low,high,september,sunday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,south,no_wind,high,low,august,wednesday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,high,low,low,may,monday,sunny,no_lightning,bad
medium,increasing,drizzle,drizzle,high,west,no_wind,low,high,october,saturday,cloudy,no_lightning,bad
medium,increasing,drizzle,drizzle,high,south,high,high,low,april,monday,cloudy,no_lightning,bad
high,increasing,drizzle,dry,high,west,high,high,high,july,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,south,no_wind,no_cloud,no_cloud,february,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,west,low,no_cloud,no_cloud,january,friday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,east,high,no_cloud,no_cloud,february,saturday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,east,no_wind,no_cloud,no_cloud,july,monday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,north,low,low,low,july,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,high,high,low,march,monday,sunny,no_lightning,bad
high,increasing,dry,dry,high,west,no_wind,no_cloud,no_cloud,august,wednesday,sunny,high,bad
high,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,august,thursday,sunny,low,bad
cold,increasing,dry,dry,low,north,low,high,low,january,saturday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,no_wind,no_cloud,no_cloud,april,wednesday,sunny,no_lightning,bad
high,increasing,dry,dry,low,north,no_wind,no_cloud,no_cloud,july,wednesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,low,high,low,may,wednesday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,high,high,high,april,thursday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,low,west,no_wind,low,low,december,friday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,july,tuesday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,east,high,high,low,april,sunday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,south,low,no_cloud,no_cloud,december,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,low,no_cloud,no_cloud,april,saturday,sunny,no_lightning,bad
cold,increasing,dry,deluge,high,south,low,no_cloud,no_cloud,may,monday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,east,no_wind,low,low,january,sunday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,south,low,no_cloud,no_cloud,october,wednesday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,north,no_wind,high,high,september,tuesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,high,low,low,february,saturday,sunny,no_lightning,bad
cold,increasing,deluge,dry,high,south,no_wind,high,high,may,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,low,west,high,low,high,november,monday,cloudy,no_lightning,bad
high,decreasing,dry,drizzle,low,south,high,low,low,july,thursday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,no_wind,low,low,october,wednesday,cloudy,no_lightning,bad
cold,increasing,drizzle,drizzle,high,east,no_wind,high,low,february,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,january,monday,sunny,no_lightning,bad
cold,decreasing,deluge,drizzle,high,south,no_wind,low,low,april,wednesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,high,low,low,february,thursday,cloudy,no_lightning,bad
high,decreasing,deluge,deluge,high,north,high,low,low,august,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,north,no_wind,no_cloud,no_cloud,february,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,north,high,no_cloud,no_cloud,may,monday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,west,low,no_cloud,no_cloud,november,sunday,sunny,no_lightning,bad
cold,decreasing,dry,drizzle,low,north,low,no_cloud,no_cloud,december,thursday,sunny,no_lightning,bad
medium,increasing,deluge,drizzle,low,south,no_wind,high,high,march,wednesday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,east,low,low,low,august,monday,cloudy,high,bad
cold,decreasing,dry,deluge,high,north,high,low,high,april,saturday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,north,no_wind,no_cloud,no_cloud,february,sunday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,low,high,high,january,tuesday,cloudy,no_lightning,bad
cold,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,may,thursday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,no_wind,low,low,november,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,north,low,low,high,december,saturday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,no_wind,low,low,december,thursday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,high,low,low,november,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,east,low,high,low,april,tuesday,cloudy,no_lightning,bad
cold,increasing,drizzle,dry,high,south,low,high,high,january,tuesday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,east,no_wind,no_cloud,no_cloud,march,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,south,high,no_cloud,no_cloud,december,sunday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,west,no_wind,low,low,november,saturday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,west,no_wind,no_cloud,no_cloud,february,tuesday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,no_wind,high,high,august,tuesday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,north,low,low,low,august,saturday,sunny,no_lightning,medium
cold,decreasing,drizzle,deluge,high,north,high,high,low,december,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,south,high,no_cloud,no_cloud,january,sunday,sunny,no_lightning,good
high,increasing,drizzle,dry,high,east,low,low,low,august,friday,cloudy,no_lightning,good
medium,decreasing,drizzle,drizzle,low,west,no_wind,high,high,january,monday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,north,high,no_cloud,no_cloud,december,sunday,sunny,no_lightning,medium
medium,decreasing,drizzle,drizzle,low,south,low,high,high,january,saturday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,high,low,high,march,friday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,west,high,low,low,april,thursday,sunny,no_lightning,bad
medium,increasing,dry,dry,high,north,low,low,low,march,friday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,september,thursday,sunny,no_lightning,good
cold,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,january,tuesday,sunny,no_lightning,bad
medium,decreasing,drizzle,drizzle,low,south,no_wind,high,high,january,monday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,north,low,high,high,october,wednesday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,low,north,no_wind,no_cloud,no_cloud,august,thursday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,south,high,no_cloud,no_cloud,november,sunday,sunny,no_lightning,bad
high,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,june,friday,sunny,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,high,no_cloud,no_cloud,may,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,no_wind,high,high,june,monday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,low,high,high,january,sunday,cloudy,no_lightning,bad
high,decreasing,deluge,deluge,high,north,high,high,high,august,tuesday,cloudy,low,bad
medium,increasing,deluge,dry,low,south,high,low,high,august,friday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,south,low,low,low,march,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,north,high,no_cloud,no_cloud,december,saturday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,east,low,high,low,march,tuesday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,south,high,low,high,february,wednesday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,west,low,high,high,june,thursday,sunny,no_lightning,bad
cold,decreasing,deluge,deluge,high,east,no_wind,low,high,february,monday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,south,low,low,low,november,sunday,cloudy,no_lightning,bad
cold,increasing,dry,dry,high,east,high,high,high,april,saturday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,west,high,high,low,march,friday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,east,no_wind,no_cloud,no_cloud,december,friday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,low,low,low,march,friday,cloudy,no_lightning,bad
cold,increasing,dry,dry,low,north,low,low,high,march,sunday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,west,high,no_cloud,no_cloud,august,wednesday,sunny,low,good
cold,increasing,dry,dry,low,south,no_wind,high,low,february,thursday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,east,low,no_cloud,no_cloud,may,monday,sunny,no_lightning,bad
cold,increasing,dry,dry,low,north,low,low,low,october,monday,sunny,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,no_wind,high,high,april,thursday,cloudy,no_lightning,bad
medium,decreasing,dry,deluge,high,north,high,no_cloud,no_cloud,july,saturday,sunny,no_lightning,good
cold,increasing,drizzle,dry,high,north,low,low,low,october,wednesday,sunny,no_lightning,bad
medium,increasing,drizzle,drizzle,high,west,high,high,low,march,monday,cloudy,no_lightning,bad
medium,increasing,drizzle,deluge,high,north,low,high,low,october,saturday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,north,low,high,high,april,thursday,cloudy,no_lightning,bad
high,decreasing,drizzle,drizzle,low,east,no_wind,high,low,july,monday,sunny,no_lightning,bad
medium,increasing,dry,dry,low,west,high,low,high,november,monday,cloudy,no_lightning,bad
high,increasing,dry,dry,low,south,no_wind,low,high,june,sunday,cloudy,no_lightning,bad
medium,decreasing,dry,drizzle,low,north,high,no_cloud,no_cloud,october,friday,sunny,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,high,high,low,april,monday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,south,no_wind,low,low,january,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,east,high,high,low,may,friday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,high,low,high,november,sunday,cloudy,no_lightning,bad
cold,decreasing,deluge,deluge,high,north,no_wind,low,high,january,monday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,south,low,high,high,march,friday,cloudy,no_lightning,bad
high,decreasing,dry,deluge,high,east,low,no_cloud,no_cloud,june,saturday,sunny,no_lightning,bad
cold,increasing,drizzle,deluge,high,south,low,low,high,december,thursday,cloudy,no_lightning,bad
cold,decreasing,dry,deluge,high,north,low,no_cloud,no_cloud,january,thursday,sunny,no_lightning,bad
medium,increasing,drizzle,dry,high,east,low,high,high,april,thursday,cloudy,no_lightning,bad
medium,increasing,dry,dry,high,north,no_wind,high,high,october,monday,cloudy,no_lightning,bad
medium,decreasing,deluge,deluge,high,south,high,low,low,may,tuesday,sunny,no_lightning,bad
cold,increasing,drizzle,drizzle,high,west,no_wind,low,high,december,monday,cloudy,no_lightning,bad
medium,decreasing,drizzle,deluge,high,north,no_wind,high,high,december,friday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,west,low,low,low,september,thursday,cloudy,no_lightning,bad
cold,decreasing,drizzle,drizzle,low,north,high,high,low,september,tuesday,sunny,no_lightning,bad
cold,increasing,drizzle,dry,high,west,high,low,high,october,thursday,cloudy,no_lightning,bad
medium,increasing,drizzle,drizzle,high,east,high,low,high,december,sunday,cloudy,no_lightning,bad
medium,increasing,dry,dry,low,north,low,high,low,june,friday,sunny,no_lightning,bad
